word,emotion
morals,1
morals,4
morbid,2
morbidity,0
morgue,0
moribund,2
morn,1
morrow,1
mortality,0
mortgage,3
mortgagee,1
mortgagor,3
mortification,0
mortuary,2
mortuary,3
mosque,4
mosquito,4
mother,1
mother,2
motherhood,1
motion,1
mountain,1
mouth,1
mouthful,4
muck,4
mucous,4
mucus,4
muddy,4
muff,4
mug,0
mule,1
mule,4
mum,3
murderer,0
murderous,0
murky,2
murky,4
music,1
music,2
musical,0
musket,3
musty,4
mutable,1
mutilated,4
mutilation,0
mutiny,0
mutter,4
muzzle,3
myopia,2
myopia,4
mysterious,1
mysterious,3
mystery,1
mystic,1
nab,1
nag,4
nameless,4
nap,1
napkin,2
nappy,4
nascent,1
nasty,0
nation,1
navigable,1
navigator,1
necessity,2
nefarious,0
negation,4
negative,2
neglected,2
neglected,4
negotiate,1
negro,2
neighbor,1
neighborhood,1
nepotism,2
nepotism,4
nervous,1
nervous,3
nervousness,3
nest,1
nestle,1
nether,0
network,1
neuralgia,2
neuralgia,3
neurosis,2
neurosis,3
neurotic,3
neurotic,4
neutral,1
neutrality,1
newcomer,1
newcomer,3
nicotine,4
nightmare,3
nobility,1
noble,1
nobleman,1
noisy,4
noncompliance,0
nonsensical,2
noose,2
nose,4
notable,1
notary,1
nothingness,2
notification,1
notoriety,3
notoriety,4
noxious,3
noxious,4
nuisance,4
nullify,1
numbness,2
nun,1
nurse,1
nursery,1
nurture,0
nutritious,2
oasis,1
oath,1
obedience,1
obese,4
obesity,2
obesity,4
obey,1
obey,3
obi,3
obi,4
obit,1
obit,2
obituary,2
objection,4
objective,1
oblige,1
obliging,0
obligor,3
obliterate,0
obliterated,3
obliterated,4
obliteration,2
obliteration,3
oblivion,3
oblivion,4
obnoxious,2
obnoxious,4
obscenity,4
obstacle,0
obstetrician,1
obstruct,3
obstruct,4
obstructive,4
obtainable,1
obvious,1
occasional,1
occult,3
occult,4
occupant,1
octopus,4
oddity,0
offended,2
offended,4
offender,0
offering,1
officer,1
official,1
offset,1
ogre,3
ogre,4
older,2
olfactory,1
omen,1
omen,3
ominous,1
ominous,3
omnipotence,3
omniscient,1
onerous,2
onerous,4
ongoing,1
onset,1
ooze,4
opera,0
operation,1
operation,3
opinionated,4
opium,0
opponent,0
opportune,1
opportunity,1
opposed,3
opposed,4
opposition,4
oppressor,0
optimism,1
optimist,1
oracle,1
orc,3
orc,4
orchestra,0
ordained,1
ordeal,1
ordeal,4
ordinance,1
ordination,1
ordnance,3
organ,1
organization,1
orgasm,1
originality,1
orphan,2
orphan,3
orthodoxy,1
oust,2
oust,4
outburst,0
outcast,0
outcry,0
outdo,1
outhouse,4
outpost,3
outsider,3
outstanding,1
ovation,2
overbearing,4
overdue,1
overdue,2
overestimate,1
overjoyed,1
overload,2
overpowering,3
overpowering,4
overpriced,2
overpriced,4
overt,3
overthrow,1
overthrow,3
overture,1
overwhelmed,2
owing,0
pact,1
paddle,1
pain,2
pain,3
pained,2
pained,3
painful,0
painfully,2
palpable,1
palsy,0
pandemic,2
pandemic,3
pang,1
parachute,3
parade,1
parade,3
paragon,1
paralysis,0
paralyzed,0
paranoia,3
parasite,3
parasite,4
pare,0
parietal,1
parish,1
parliament,1
parole,1
parrot,4
partake,1
parting,2
partnership,1
passenger,1
passion,1
passionate,1
pastor,1
pastry,1
patience,1
patient,1
patriarchal,1
patrol,1
patron,1
patronage,1
patter,4
paucity,2
paucity,4
pauper,2
pavement,1
pawn,1
pay,1
payback,4
peace,1
peaceful,1
pedigree,1
penal,2
penal,3
penalty,0
penetration,3
penetration,4
penitentiary,4
pensive,2
perceive,1
perchance,1
perdition,0
perennial,1
perfect,1
perfection,1
peri,1
peril,0
perilous,0
periodicity,1
perish,2
perish,3
perished,2
perishing,2
perishing,3
perjury,1
perjury,3
pernicious,0
perpetrator,0
perpetuate,1
perpetuity,1
perplexity,2
persecution,0
personal,1
perspiration,4
persuade,1
pertinent,1
perturbation,3
perverse,3
perverse,4
perversion,2
perversion,4
pervert,4
perverted,4
pessimism,0
pessimist,2
pessimist,3
pest,3
pest,4
pestilence,3
pestilence,4
petroleum,4
phalanx,1
phalanx,3
phantom,3
philanthropic,1
philanthropist,1
philosopher,1
phlegm,4
phony,4
physician,1
physicist,1
picket,0
picketing,4
picnic,1
picturesque,1
pig,4
piles,4
pill,1
pillage,3
pillage,4
pilot,1
pimple,4
pine,2
pinion,3
pious,0
pirate,4
pitfall,0
pith,1
pity,2
pivot,1
placard,1
plagiarism,4
plague,0
plan,1
planning,1
playful,1
playful,4
playground,1
playhouse,1
plea,0
pleasant,1
pleasurable,1
pledge,1
plight,0
plummet,3
plump,1
plunder,0
plunge,3
pneumonia,3
poaching,0
pointless,2
poison,0
poisoned,0
poisoning,4
poisonous,0
poke,1
polarity,1
polemic,4
police,1
police,3
policeman,1
policeman,3
policy,1
polio,2
polio,3
politic,4
politics,4
poll,1
pollute,4
pollution,4
polygamy,4
pompous,4
pontiff,1
pop,1
porn,4
pornography,4
posse,3
possess,1
possessed,3
possessed,4
possession,3
possession,4
possibility,1
posthumous,2
postponement,1
pound,4
poverty,0
pow,4
powerful,0
powerfully,3
powerless,0
practiced,1
practise,1
praise,1
praised,1
praiseworthy,1
prank,1
pray,1
pray,3
precarious,0
precedence,1
precious,1
precipice,3
preclude,4
precursor,1
predicament,3
predict,1
prediction,1
predispose,1
predominant,1
pregnancy,4
prejudice,4
prejudiced,3
prejudiced,4
prejudicial,4
preliminary,1
premature,1
premeditated,3
preparation,1
preparatory,1
prepare,1
prepared,1
preparedness,1
preponderance,1
prerequisite,1
prescient,1
present,1
preservative,1
president,1
prestige,1
presto,1
presumption,1
presumptuous,4
pretending,4
pretty,1
prevail,1
prevalent,1
prevent,3
prevention,1
prey,3
prick,0
priest,1
priesthood,1
priesthood,2
primer,1
princely,1
principal,1
prison,0
prisoner,0
privileged,1
privy,1
probability,1
probation,0
probity,1
problem,2
problem,3
procedure,3
proceeding,1
procession,1
procession,2
proctor,1
production,1
profane,4
profanity,4
professional,1
professor,1
professorship,1
proficiency,1
proficient,1
prognosis,1
prognosis,3
prognostic,1
progress,1
progression,1
progression,2
prohibited,3
prohibited,4
projectile,3
projectiles,3
prologue,1
prolong,4
promise,1
proof,1
prophecy,1
prophet,1
prophetic,1
prophylactic,1
prosecute,0
prosecution,4
prospectively,1
prosper,1
prosperous,1
prostitute,4
prostitution,2
prostitution,4
protected,1
protecting,1
protector,1
protestant,3
proven,1
provide,1
providing,1
proviso,1
provocation,4
provoking,4
prowl,1
prowl,3
proxy,1
prudent,1
pry,1
pry,4
psychosis,0
public,1
puke,4
puma,1
puma,3
punch,0
punctual,1
pungent,4
punish,3
punished,0
punishing,0
punishment,3
punishment,4
punitive,0
punt,1
puppy,1
purely,1
purgatory,3
purgatory,4
purge,3
purification,1
purify,1
purity,1
purr,1
pus,4
putative,1
quack,4
quagmire,4
quail,3
quaint,1
quake,3
qualified,1
quandary,3
quandary,4
quarantine,3
quarrel,4
quash,3
quest,1
questionable,4
quicken,1
quickness,1
quicksilver,1
quiet,2
quiver,3
quivering,3
quote,1
rabble,3
rabble,4
rabid,0
rack,2
radar,1
radiance,1
radiant,1
radiation,3
radioactive,3
radon,3
raffle,1
raging,3
raging,4
rags,4
raid,0
rail,1
rail,4
rainy,2
ram,1
ram,4
rampage,3
rampage,4
rancid,4
randomly,1
ranger,1
ransom,3
ransom,4
rape,0
rapid,1
rapping,4
rapt,1
raptors,3
rapture,1
rarity,1
rascal,3
rascal,4
rash,4
rat,3
rat,4
ratify,1
rating,0
rational,1
rattlesnake,3
rave,1
rave,4
ravenous,0
ravine,3
raving,0
razor,3
react,3
react,4
readiness,1
ready,1
real,1
reappear,1
reassurance,1
reassure,1
rebel,3
rebel,4
rebellion,3
rebellion,4
recalcitrant,4
receiving,1
recesses,3
recession,0
recidivism,2
recidivism,4
recipient,1
reckless,3
reckless,4
recklessness,0
recline,1
recognizable,1
recombination,1
recommend,1
reconciliation,1
reconsideration,1
reconstruct,1
reconstruction,1
recreation,1
recreational,1
recruits,1
recurrent,1
referee,1
reflex,1
reflux,4
refugee,2
refused,2
refutation,3
regal,1
regatta,1
regent,1
regiment,3
registry,1
regrettable,2
regretted,2
regretting,2
regularity,1
regulatory,3
regurgitation,4
rehabilitation,1
reimbursement,1
reinforcement,1
reinforcements,1
reject,0
rejection,0
rejects,0
rekindle,1
rekindle,3
relapse,2
relapse,3
related,1
relative,1
relevant,1
reliability,1
reliable,1
reliance,1
relics,2
religion,1
reluctant,3
remains,0
remand,4
remarkable,1
remedy,1
remiss,2
remiss,4
remove,0
renegade,4
renounce,4
renovate,1
renovation,1
reparation,1
repay,1
repay,4
repelling,4
reporter,1
representing,1
repress,2
repression,3
reprimand,4
reprisal,0
reproach,2
reproach,4
reproductive,1
repudiation,4
reputable,1
requiem,2
rescue,1
resection,3
resign,0
resignation,1
resignation,2
resigned,2
resistance,4
resistant,3
resisting,0
resources,1
respectable,1
respectful,1
respects,1
respite,1
resplendent,1
responsible,1
responsive,1
restitution,4
restlessness,1
restorative,1
restrain,3
restrain,4
restrained,3
restrict,2
restriction,0
result,1
resultant,1
retain,1
retaliate,4
retaliation,3
retaliation,4
retaliatory,4
retard,0
reticent,3
retirement,0
retract,4
retrenchment,3
retribution,0
reunion,1
revels,1
revenge,0
revere,1
reverence,1
reverend,1
reverie,1
reversal,1
reversal,4
revival,1
revive,1
revoke,0
revolution,0
revolver,0
reward,1
rheumatism,0
rhythmical,1
ribbon,1
ribbon,4
riddle,1
ridicule,2
ridicule,4
ridiculous,4
rifle,3
rifle,4
rigor,3
rigor,4
ringer,4
riot,3
riot,4
ripen,1
rising,1
risk,1
risk,3
risky,1
risky,3
rivalry,4
roadster,1
rob,0
robber,3
robber,4
robbery,0
rocket,4
rod,1
rod,3
rogue,4
rollicking,1
romance,0
romanticism,1
romp,1
rook,4
rooted,1
rot,0
rota,1
rotting,4
roulette,1
routine,1
row,4
rubbish,4
rubble,2
rubble,3
ruin,2
ruin,3
ruined,0
ruinous,0
rule,1
rule,3
rumor,2
runaway,2
rupture,0
saber,3
saber,4
sabotage,0
sacrifices,0
safe,1
safeguard,1
safekeeping,1
sag,3
sage,1
saint,1
saintly,1
salary,1
saliva,1
sally,1
saloon,4
salutary,1
salute,1
salvation,1
samurai,3
sanctification,1
sanctify,1
sanctify,2
sanctuary,1
sap,2
sappy,1
sarcasm,2
sarcasm,4
sarcoma,2
sarcoma,3
satanic,4
saturated,4
savage,3
savage,4
savagery,3
savagery,4
save,1
savor,0
scaffold,3
scalpel,3
scandal,3
scandalous,4
scapegoat,3
scapegoat,4
scar,0
scarce,2
scarce,3
scarcely,2
scarcity,0
scarecrow,3
sceptical,1
schism,4
schizophrenia,0
scholarship,1
school,1
scientific,1
scientist,1
scoff,4
scold,0
scolding,4
scorching,4
scorpion,0
scoundrel,0
scourge,0
scrapie,0
screech,1
screech,3
screwed,4
scrimmage,1
scripture,1
scrub,4
scrutinize,1
scum,4
seal,1
seals,1
secluded,2
seclusion,3
secrecy,1
secret,1
secrete,4
secretion,4
sectarian,3
sectarian,4
secular,1
securities,1
sedition,2
sedition,4
seductive,1
seek,1
segregate,2
segregate,4
seize,3
seizure,3
selfish,4
senate,1
senile,2
senile,3
seniority,1
sensational,1
senseless,0
sensual,1
sensuality,1
sensuous,1
sentence,0
sentinel,1
sentry,1
separatist,4
sepsis,2
sepsis,3
septic,4
sequel,1
sequestration,2
serene,1
serenity,1
serial,1
series,1
seriousness,2
seriousness,3
sermon,1
serpent,3
serpent,4
servant,1
serve,1
servile,0
setback,2
settlor,3
severance,2
sewage,4
sewer,4
sewerage,4
sex,1
shabby,4
shack,2
shack,4
shackle,0
shady,3
shaking,3
shaky,0
sham,4
shameful,2
shameless,4
shanghai,3
shanghai,4
shank,3
share,1
sharpen,1
sharpen,4
shatter,0
shattered,2
shell,0
shelter,1
shepherd,1
sheriff,1
shining,1
ship,1
shipwreck,2
shipwreck,3
shit,4
shiver,0
shock,0
shockingly,1
shoddy,4
shoot,3
shoot,4
shooter,3
shooting,3
shooting,4
shopkeeper,1
shoplifting,4
shopping,1
shortage,0
shortly,1
shot,0
shoulder,1
shout,1
shout,4
shove,4
show,1
shrapnel,3
shriek,0
shrill,0
shrink,2
shrink,3
shroud,2
shudder,3
shun,2
shun,4
sib,1
sickly,2
sickly,4
sickness,0
signature,1
signify,1
silly,1
simmer,1
simmer,4
simmering,1
simplify,1
sin,0
sincere,1
sinful,0
sing,1
sing,2
singularly,1
sinister,3
sinister,4
sinner,0
sinning,4
sir,1
siren,3
sisterhood,0
sizzle,4
skewed,1
skewed,4
skid,0
skillful,1
skirmish,4
slam,0
slander,4
slap,1
slap,4
slash,4
slaughter,0
slaughterhouse,0
slaughtering,0
slave,0
slavery,0
slay,4
slayer,0
slime,4
slimy,4
slip,1
slop,4
sloppy,4
sloth,4
sludge,4
slug,4
sluggish,2
slum,4
slump,2
slur,2
slur,4
slush,1
slush,4
slut,4
sly,3
sly,4
smack,4
smash,3
smash,4
smell,4
smelling,4
smile,1
smiling,1
smite,0
smith,1
smother,4
smuggle,3
smuggler,3
smuggler,4
smut,3
smut,4
snag,1
snake,3
snake,4
snare,3
snarl,4
snarling,4
sneak,0
sneaking,1
sneaking,3
sneer,4
sneeze,1
sneeze,4
snort,2
sob,2
sobriety,1
socialism,3
socialism,4
socialist,0
soil,4
soiled,4
soldier,2
soldier,4
solidarity,1
solidity,1
somatic,1
sonar,1
sonnet,1
sonnet,2
sonorous,1
soot,4
soothing,1
sorcery,1
sorcery,3
sordid,0
sorely,2
soreness,2
soreness,4
sortie,3
soulless,0
soulmate,3
soundness,1
sour,4
sovereign,1
spa,1
spaniel,1
spank,0
spanking,4
sparkle,1
spasm,3
spat,4
spear,0
special,1
specialist,1
specialize,1
speck,4
spectacular,1
specter,2
specter,3
speculation,2
speculation,3
speculative,1
spew,4
spider,3
spider,4
spike,3
spine,4
spinster,2
spinster,3
spirits,1
spit,4
splash,1
splendid,1
splendor,1
splitting,2
spoil,4
spoiler,2
spokesman,1
sponsor,1
spook,3
spotless,1
spouse,1
sprain,2
sprite,3
spur,3
spurious,4
squall,2
squall,3
squeamish,3
squeamish,4
squelch,4
squirm,4
stab,0
stable,1
stagnant,2
stain,4
stalemate,4
stalk,3
stall,4
stamina,1
standoff,3
standoff,4
standstill,4
star,1
stark,1
starry,1
start,1
startle,1
startle,3
startling,1
starvation,2
starvation,3
statement,1
statistical,1
steadfast,1
steady,1
steal,0
stealing,3
stealing,4
stealth,1
stealthily,1
stealthy,1
stealthy,3
sterile,2
sterling,1
sterling,4
steward,1
sticky,4
stifled,0
stigma,0
stillborn,2
stillness,2
stillness,3
sting,3
sting,4
stingy,0
stink,4
stinking,4
stint,2
stint,3
stolen,4
stomach,4
stone,4
stools,4
store,1
storm,4
storming,4
stormy,3
straightforward,1
strained,4
straits,3
stranger,3
strangle,0
strategist,1
strength,1
strengthening,1
stretcher,2
stretcher,3
stricken,2
strife,4
strip,2
stripped,0
strive,1
stroke,2
stroke,3
structural,1
structure,1
struggle,0
sty,4
subito,1
subjected,2
subjugation,0
sublimation,1
submit,1
subordinate,3
subscribe,1
subsidence,2
subsidy,4
substantiate,1
subversion,3
subversion,4
subversive,1
subversive,4
subvert,0
succeed,1
succeeding,1
success,1
successful,1
sucker,4
sudden,1
suddenly,1
sue,2
sue,4
sufferer,2
sufferer,3
suffocating,0
suffocation,3
suffocation,4
suggest,1
suicidal,0
suicide,0
sullen,2
sullen,4
sultan,3
sump,4
sun,1
sundial,1
sunk,0
sunset,1
sunshine,1
superman,1
superstar,1
superstition,3
superstitious,1
superstitious,3
supplication,1
supporter,1
supporting,1
suppress,0
suppression,3
suppression,4
supremacy,0
surcharge,4
surety,1
surge,1
surgery,2
surgery,3
surly,4
surrender,2
surrender,3
surrendering,2
surrogate,1
surround,1
surveillance,3
suspect,3
suspension,3
suspicion,3
suspicious,1
suspicious,4
swamp,3
swamp,4
swampy,3
swampy,4
swarm,4
swastika,3
swastika,4
swear,1
sweat,3
sweet,1
sweetheart,1
sweetheart,2
sweets,1
swelling,3
swerve,1
swerve,3
swig,4
swim,1
swim,3
swine,4
symmetry,1
sympathize,2
symphony,1
synchronize,1
syncope,0
synergistic,1
synod,1
synonymous,1
synonymous,3
syringe,3
system,1
taboo,3
taboo,4
tabulate,1
tackle,1
tackle,4
tactics,1
tactics,3
taint,2
talons,3
talons,4
tandem,1
tantalizing,1
tantamount,1
tariff,4
tarnish,2
tarnish,4
tasteless,4
taught,1
taunt,0
tawny,4
tax,2
teach,1
teacher,1
team,1
tease,0
teeming,4
temperate,1
tempest,0
tension,4
terminal,2
terminal,3
terminate,2
termination,2
termite,4
terribly,2
terrorism,0
terrorist,0
terrorize,0
testament,1
testimony,1
tetanus,4
thankful,1
thanksgiving,1
theft,0
theism,4
theocratic,0
theological,1
theology,1
theorem,1
theory,1
therapeutic,1
thermocouple,1
thermometer,1
thief,0
thirst,1
thirst,2
thirteenth,3
thorny,3
thought,1
thoughtful,1
thoughtless,4
thrash,0
threat,3
threat,4
threaten,0
threatening,3
threatening,4
thresh,0
thrift,1
thrift,4
thrilling,1
thriving,1
throb,2
throb,3
throne,1
throttle,4
thug,3
thug,4
thump,4
thumping,3
thundering,3
thundering,4
thwart,1
tiff,4
tighten,4
time,1
tinsel,1
tirade,4
title,1
toad,4
toast,1
toilet,4
tolerate,2
tolerate,4
tomb,2
tomorrow,1
toothache,3
topple,1
tornado,3
torpedo,4
torrent,3
tortious,4
torture,0
touchy,2
touchy,4
tough,2
toughness,0
towering,1
towering,3
toxic,4
toxin,3
track,1
tract,3
trade,1
tragedy,2
tragedy,3
trainer,1
traitor,0
tramp,0
tranquil,1
tranquility,1
transaction,1
transcendence,1
transcript,1
transitional,1
translation,1
trash,2
trash,4
trashy,4
traumatic,0
travesty,0
treacherous,3
treacherous,4
treachery,0
treadmill,1
treason,0
treasure,1
treasurer,1
treat,0
tree,1
tree,4
trembling,3
tremor,0
trespass,4
tribe,1
tribulation,2
tribulation,3
tribunal,0
tribune,1
tributary,1
trick,1
trickery,0
trip,1
tripping,2
tripping,4
troll,3
troll,4
trophy,1
troublesome,3
troublesome,4
truce,1
truck,1
true,1
trump,1
truss,1
trust,1
trustee,1
truth,1
truthful,1
truthfulness,1
tumor,3
tumour,2
tumour,3
tumult,0
tumultuous,3
tumultuous,4
turbulence,3
turbulence,4
turbulent,3
turmoil,0
tussle,4
tutelage,1
twinkle,1
typhoon,3
tyranny,2
tyranny,3
tyrant,0
ugliness,0
ulcer,0
ultimate,1
ultimate,2
ultimately,1
ultimatum,3
ultimatum,4
umpire,1
unable,2
unacceptable,2
unaccountable,0
unacknowledged,2
unanticipated,1
unattainable,2
unattainable,4
unattractive,2
unattractive,4
unbearable,2
unbearable,4
unbeaten,1
unbeaten,2
unbridled,0
unbroken,1
uncanny,1
uncanny,3
uncaring,2
uncaring,4
uncertain,0
unclean,4
unconscionable,4
unconstrained,1
uncontrollable,1
uncontrollable,4
uncover,1
undecided,1
undecided,3
underestimate,1
underpaid,2
underpaid,4
understanding,1
undertaker,2
undertaking,1
underwrite,1
undesirable,0
undesired,2
undisclosed,1
undiscovered,1
undoubted,1
undoubted,4
undying,1
undying,2
uneasiness,1
uneasiness,2
uneasy,3
uneasy,4
uneducated,2
unemployed,2
unemployed,3
unequal,0
unequivocal,1
unexpected,1
unexpected,3
unexpectedly,1
unexplained,1
unexplained,2
unfair,2
unfair,4
unfairness,2
unfairness,4
unfaithful,4
unfavorable,2
unfavorable,4
unfold,1
unforeseen,1
unforgiving,2
unforgiving,4
unfortunate,2
unfriendly,0
unfulfilled,0
ungodly,2
ungrateful,4
unguarded,1
unhealthy,0
unholy,3
unification,1
unimaginable,1
unimportant,2
uninspired,2
unintended,1
unintentional,1
unintentionally,1
uninterested,2
uninteresting,2
uninvited,2
unique,1
united,1
unity,1
university,1
unjust,4
unjustifiable,3
unjustifiable,4
unknown,1
unknown,3
unlawful,0
unlucky,0
unmanageable,4
unnatural,3
unnatural,4
unpaid,2
unpaid,4
unpleasant,2
unpleasant,4
unpopular,2
unpopular,4
unprecedented,1
unpredictable,1
unpublished,1
unpublished,2
unquestionable,1
unquestionably,1
unquestioned,1
unreliable,1
unrequited,2
unresolved,1
unrest,2
unrest,3
unruly,3
unruly,4
unsafe,3
unsatisfactory,4
unsatisfied,2
unsatisfied,4
unseat,2
unsettled,3
unsettled,4
unsightly,4
unspeakable,3
unstable,1
unstable,3
unsteady,3
unsuccessful,2
unsurpassed,1
unsurpassed,3
unsuspecting,1
unsympathetic,4
unthinkable,3
unthinkable,4
untidy,4
untie,1
untitled,2
untold,1
untoward,4
untrustworthy,4
unverified,1
unwashed,4
unwavering,1
unwelcome,2
unwell,2
unworthy,4
upheaval,0
uphill,1
uphill,3
upright,1
uprising,0
upset,2
upset,4
urgency,1
urgency,3
urgent,1
urgent,3
urn,2
usher,1
usual,1
usurp,4
usurped,3
usurped,4
utopian,1
vacation,1
vacuous,4
vainly,2
vainly,4
validity,3
valor,1
vampire,3
vampire,4
vanish,1
vanished,0
variable,1
varicella,0
veal,1
veal,2
veer,1
veer,3
vegetative,2
vegetative,4
vehement,3
vehement,4
vendetta,0
venerable,1
vengeance,4
vengeful,3
vengeful,4
venomous,3
venomous,4
vent,4
veracity,1
verdict,3
verge,1
verge,3
verification,1
verified,1
verily,1
vermin,3
vermin,4
vernal,1
versus,4
vertigo,3
vesicular,4
veteran,1
veto,4
vicar,1
vicious,4
victim,0
victimized,0
victor,1
victorious,1
victory,1
vigil,1
vigilance,1
vigilant,1
vigilant,3
vigorous,1
villager,1
villain,3
villainous,3
villainous,4
vindicate,4
vindication,1
violation,0
violence,0
violent,0
violently,0
viper,3
virgin,1
virginity,1
virtue,1
virtuous,1
virulence,3
virulence,4
vision,1
visionary,1
visitor,1
visor,1
vitality,1
vivacious,1
vivid,1
volatility,0
volcano,1
volcano,3
volunteer,1
volunteer,3
volunteers,1
voluptuous,1
vomit,4
vote,0
votive,1
vouch,1
voucher,1
vow,1
voyage,1
vulgar,4
vulgarity,2
vulgarity,4
vulnerability,2
vulnerability,3
vulture,3
vulture,4
waffle,2
waffle,4
wages,1
wail,2
wail,3
wait,1
wan,2
wan,3
wane,2
wanting,2
war,3
warden,0
ware,3
warfare,0
warlike,3
warlike,4
warlock,3
warn,1
warn,3
warned,1
warned,3
warning,3
warp,2
warp,4
warranty,1
warrior,3
warrior,4
wart,4
wary,3
waste,4
wasted,4
wasteful,2
wasteful,4
wasting,0
watch,1
watch,3
watchdog,1
watchful,1
watchman,1
waver,3
weakly,2
weakly,3
wealth,1
wear,1
wearily,2
weariness,2
weary,2
weeds,2
weigh,1
weighty,3
weird,4
weirdo,3
welcomed,1
wench,4
whim,1
whimper,2
whimper,3
whimsical,1
whine,2
whine,4
whip,4
whirlpool,3
whirlwind,3
white,1
whiteness,1
wholesome,1
whore,4
wickedness,4
widow,2
widower,2
wild,1
wilderness,0
wildfire,0
willful,2
willful,4
wimp,3
wimp,4
wimpy,0
wince,0
winner,1
winning,0
winnings,1
wireless,1
wireless,4
wisdom,1
wishful,1
witch,3
witch,4
witchcraft,0
withdraw,2
wither,2
withered,4
withstand,1
withstand,3
witness,1
witty,1
wizard,1
wont,1
wop,4
word,1
words,4
worm,1
worn,2
worried,2
worrying,0
worse,2
worse,3
worsening,2
worsening,4
worthless,2
worthless,4
worthy,1
wot,1
wound,0
wrangling,0
wreak,4
wreck,0
wrecked,0
wring,4
wrinkled,2
wrongdoing,2
wrongdoing,4
wrongful,2
wrongful,4
wrongly,0
xenophobia,3
yearning,1
yell,0
yelp,0
young,1
youth,0
zany,1
